country_id,country_code,country_name,region_id,region_name,assistance_category_id,assistance_category_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Military,3,Disbursements,2013,115300,118858
276,DEU,Germany,2,Europe and Eurasia,2,Military,2,Obligations,2013,20169,20791
276,DEU,Germany,2,Europe and Eurasia,2,Military,3,Disbursements,2013,20169,20791
288,GHA,Ghana,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,138952518,143240580
288,GHA,Ghana,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,144354050,148808824
288,GHA,Ghana,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,2264976,2334871
288,GHA,Ghana,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,2264976,2334871
296,KIR,Kiribati,1,East Asia and Oceania,1,Economic,2,Obligations,2013,24999,25770
296,KIR,Kiribati,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,24999,25770
296,KIR,Kiribati,1,East Asia and Oceania,2,Military,2,Obligations,2013,11960,12329
296,KIR,Kiribati,1,East Asia and Oceania,2,Military,3,Disbursements,2013,11960,12329
300,GRC,Greece,2,Europe and Eurasia,1,Economic,2,Obligations,2013,224965,231906
300,GRC,Greece,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,644081,663958
300,GRC,Greece,2,Europe and Eurasia,2,Military,2,Obligations,2013,204500,210809
300,GRC,Greece,2,Europe and Eurasia,2,Military,3,Disbursements,2013,204500,210809
308,GRD,Grenada,6,Western Hemisphere,1,Economic,2,Obligations,2013,21550,22215
308,GRD,Grenada,6,Western Hemisphere,2,Military,2,Obligations,2013,452500,466463
308,GRD,Grenada,6,Western Hemisphere,2,Military,3,Disbursements,2013,452500,466463
320,GTM,Guatemala,6,Western Hemisphere,1,Economic,2,Obligations,2013,99701862,102778631
320,GTM,Guatemala,6,Western Hemisphere,1,Economic,3,Disbursements,2013,126504753,130408665
320,GTM,Guatemala,6,Western Hemisphere,2,Military,2,Obligations,2013,10005416,10314183
320,GTM,Guatemala,6,Western Hemisphere,2,Military,3,Disbursements,2013,10005416,10314183
324,GIN,Guinea,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,33251941,34278082
324,GIN,Guinea,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,26296813,27108327
324,GIN,Guinea,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,542844,559593
324,GIN,Guinea,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,542844,559593
328,GUY,Guyana,6,Western Hemisphere,1,Economic,2,Obligations,2013,11311243,11660309
328,GUY,Guyana,6,Western Hemisphere,1,Economic,3,Disbursements,2013,12579686,12967892
328,GUY,Guyana,6,Western Hemisphere,2,Military,2,Obligations,2013,706630,728436
328,GUY,Guyana,6,Western Hemisphere,2,Military,3,Disbursements,2013,706630,728436
332,HTI,Haiti,6,Western Hemisphere,1,Economic,2,Obligations,2013,356761163,367770778
332,HTI,Haiti,6,Western Hemisphere,1,Economic,3,Disbursements,2013,442951253,456620709
332,HTI,Haiti,6,Western Hemisphere,2,Military,2,Obligations,2013,1729131,1782491
332,HTI,Haiti,6,Western Hemisphere,2,Military,3,Disbursements,2013,1729131,1782491
340,HND,Honduras,6,Western Hemisphere,1,Economic,2,Obligations,2013,93513037,96398828
340,HND,Honduras,6,Western Hemisphere,1,Economic,3,Disbursements,2013,96659830,99642746
340,HND,Honduras,6,Western Hemisphere,2,Military,2,Obligations,2013,8540471,8804027
340,HND,Honduras,6,Western Hemisphere,2,Military,3,Disbursements,2013,8540471,8804027
344,HKG,China (P.R. Hong Kong),1,East Asia and Oceania,1,Economic,2,Obligations,2013,295031,304134
344,HKG,China (P.R. Hong Kong),1,East Asia and Oceania,1,Economic,3,Disbursements,2013,295031,304134
348,HUN,Hungary,2,Europe and Eurasia,1,Economic,2,Obligations,2013,23744101,24476843
348,HUN,Hungary,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,10989177,11328300
348,HUN,Hungary,2,Europe and Eurasia,2,Military,2,Obligations,2013,10599815,10926925
348,HUN,Hungary,2,Europe and Eurasia,2,Military,3,Disbursements,2013,10599815,10926925
352,ISL,Iceland,2,Europe and Eurasia,2,Military,2,Obligations,2013,3021,3114
352,ISL,Iceland,2,Europe and Eurasia,2,Military,3,Disbursements,2013,3021,3114
356,IND,India,4,South and Central Asia,1,Economic,2,Obligations,2013,85013699,87637183
356,IND,India,4,South and Central Asia,1,Economic,3,Disbursements,2013,109663556,113047737
356,IND,India,4,South and Central Asia,2,Military,2,Obligations,2013,1796154,1851582
356,IND,India,4,South and Central Asia,2,Military,3,Disbursements,2013,1796154,1851582
360,IDN,Indonesia,1,East Asia and Oceania,1,Economic,2,Obligations,2013,755397456,778709045
360,IDN,Indonesia,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,244142105,251676313
360,IDN,Indonesia,1,East Asia and Oceania,2,Military,2,Obligations,2013,16071438,16567403
360,IDN,Indonesia,1,East Asia and Oceania,2,Military,3,Disbursements,2013,16071438,16567403
364,IRN,Iran,3,Middle East and North Africa,1,Economic,2,Obligations,2013,583870,601883
364,IRN,Iran,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,583870,601883
368,IRQ,Iraq,3,Middle East and North Africa,1,Economic,2,Obligations,2013,383693411,395534206
368,IRQ,Iraq,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,795659171,820213292
368,IRQ,Iraq,3,Middle East and North Africa,2,Military,2,Obligations,2013,62171073,64089681
368,IRQ,Iraq,3,Middle East and North Africa,2,Military,3,Disbursements,2013,192379123,198315971
372,IRL,Ireland,2,Europe and Eurasia,1,Economic,2,Obligations,2013,2515480,2593107
372,IRL,Ireland,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,9290480,9577184
372,IRL,Ireland,2,Europe and Eurasia,2,Military,2,Obligations,2013,2043,2106
372,IRL,Ireland,2,Europe and Eurasia,2,Military,3,Disbursements,2013,2043,2106
376,ISR,Israel,3,Middle East and North Africa,1,Economic,2,Obligations,2013,17539321,18080583
376,ISR,Israel,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,21620465,22287672
376,ISR,Israel,3,Middle East and North Africa,2,Military,2,Obligations,2013,2986445385,3078607513
376,ISR,Israel,3,Middle East and North Africa,2,Military,3,Disbursements,2013,2986445385,3078607513
380,ITA,Italy,2,Europe and Eurasia,1,Economic,2,Obligations,2013,3300703,3402561
380,ITA,Italy,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,3205243,3304155
380,ITA,Italy,2,Europe and Eurasia,2,Military,2,Obligations,2013,23163,23877
380,ITA,Italy,2,Europe and Eurasia,2,Military,3,Disbursements,2013,23163,23877
384,CIV,Cote d'Ivoire,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,107889262,111218711
384,CIV,Cote d'Ivoire,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,96322100,99294603
384,CIV,Cote d'Ivoire,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,920086,948478
384,CIV,Cote d'Ivoire,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,899086,926830
388,JAM,Jamaica,6,Western Hemisphere,1,Economic,2,Obligations,2013,30708364,31656018
388,JAM,Jamaica,6,Western Hemisphere,1,Economic,3,Disbursements,2013,25017000,25789025
388,JAM,Jamaica,6,Western Hemisphere,2,Military,2,Obligations,2013,926000,954575
388,JAM,Jamaica,6,Western Hemisphere,2,Military,3,Disbursements,2013,926000,954575
392,JPN,Japan,1,East Asia and Oceania,1,Economic,2,Obligations,2013,-557628,-574839
392,JPN,Japan,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,4401258,4537080
392,JPN,Japan,1,East Asia and Oceania,2,Military,2,Obligations,2013,4558,4698
392,JPN,Japan,1,East Asia and Oceania,2,Military,3,Disbursements,2013,4558,4698
398,KAZ,Kazakhstan,4,South and Central Asia,1,Economic,2,Obligations,2013,108739446,112095124
398,KAZ,Kazakhstan,4,South and Central Asia,1,Economic,3,Disbursements,2013,63112558,65060199
398,KAZ,Kazakhstan,4,South and Central Asia,2,Military,2,Obligations,2013,61752264,63657945
398,KAZ,Kazakhstan,4,South and Central Asia,2,Military,3,Disbursements,2013,61752264,63657945
400,JOR,Jordan,3,Middle East and North Africa,1,Economic,2,Obligations,2013,876935233,903997533
400,JOR,Jordan,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,677247969,698147901
400,JOR,Jordan,3,Middle East and North Africa,2,Military,2,Obligations,2013,333263009,343547550
400,JOR,Jordan,3,Middle East and North Africa,2,Military,3,Disbursements,2013,333263009,343547550
404,KEN,Kenya,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,846588311,872714013
404,KEN,Kenya,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,901017220,928822668
404,KEN,Kenya,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,61279814,63170915
404,KEN,Kenya,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,61279814,63170915
408,PRK,"Korea, Democratic Republic",1,East Asia and Oceania,1,Economic,2,Obligations,2013,605832,624524
408,PRK,"Korea, Democratic Republic",1,East Asia and Oceania,1,Economic,3,Disbursements,2013,2346517,2418927
410,KOR,Korea Republic,1,East Asia and Oceania,1,Economic,2,Obligations,2013,684131,705240
410,KOR,Korea Republic,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,532059,548476
414,KWT,Kuwait,3,Middle East and North Africa,1,Economic,2,Obligations,2013,80000,82468
414,KWT,Kuwait,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,88447,91176
417,KGZ,Kyrgyzstan,4,South and Central Asia,1,Economic,2,Obligations,2013,39844933,41074524
417,KGZ,Kyrgyzstan,4,South and Central Asia,1,Economic,3,Disbursements,2013,65504454,67525908
417,KGZ,Kyrgyzstan,4,South and Central Asia,2,Military,2,Obligations,2013,14001487,14433574
417,KGZ,Kyrgyzstan,4,South and Central Asia,2,Military,3,Disbursements,2013,14001487,14433574
418,LAO,Laos,1,East Asia and Oceania,1,Economic,2,Obligations,2013,7265930,7490152
418,LAO,Laos,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,15317708,15790409
418,LAO,Laos,1,East Asia and Oceania,2,Military,2,Obligations,2013,140500,144835
418,LAO,Laos,1,East Asia and Oceania,2,Military,3,Disbursements,2013,140500,144835
422,LBN,Lebanon,3,Middle East and North Africa,1,Economic,2,Obligations,2013,284674204,293459261
422,LBN,Lebanon,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,96830864,99819057
422,LBN,Lebanon,3,Middle East and North Africa,2,Military,2,Obligations,2013,99847393,102928696
422,LBN,Lebanon,3,Middle East and North Africa,2,Military,3,Disbursements,2013,99842023,102923160
426,LSO,Lesotho,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,39383268,40598635
426,LSO,Lesotho,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,172837182,178170953
426,LSO,Lesotho,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,3775,3891
426,LSO,Lesotho,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,3775,3891
428,LVA,Latvia,2,Europe and Eurasia,1,Economic,2,Obligations,2013,1666307,1717728
428,LVA,Latvia,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,3771738,3888133
428,LVA,Latvia,2,Europe and Eurasia,2,Military,2,Obligations,2013,8527213,8790362
428,LVA,Latvia,2,Europe and Eurasia,2,Military,3,Disbursements,2013,8527213,8790362
430,LBR,Liberia,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,201404703,207620050
430,LBR,Liberia,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,164775816,169860768
430,LBR,Liberia,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,7051384,7268988
430,LBR,Liberia,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,6936384,7150439
434,LBY,Libya,3,Middle East and North Africa,1,Economic,2,Obligations,2013,21447659,22109527
434,LBY,Libya,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,18701967,19279103
434,LBY,Libya,3,Middle East and North Africa,2,Military,2,Obligations,2013,31710421,32689007
434,LBY,Libya,3,Middle East and North Africa,2,Military,3,Disbursements,2013,31710421,32689007
440,LTU,Lithuania,2,Europe and Eurasia,1,Economic,2,Obligations,2013,5003573,5157981
440,LTU,Lithuania,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,11275476,11623438
440,LTU,Lithuania,2,Europe and Eurasia,2,Military,2,Obligations,2013,12253619,12631765
440,LTU,Lithuania,2,Europe and Eurasia,2,Military,3,Disbursements,2013,12253619,12631765
446,MAC,Macau,1,East Asia and Oceania,1,Economic,2,Obligations,2013,188142,193947
446,MAC,Macau,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,188142,193947
450,MDG,Madagascar,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,38711832,39906465
450,MDG,Madagascar,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,56015470,57744101
454,MWI,Malawi,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,571837600,589484532
454,MWI,Malawi,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,211253670,217772951
454,MWI,Malawi,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,266000,274208
454,MWI,Malawi,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,266000,274208
458,MYS,Malaysia,1,East Asia and Oceania,1,Economic,2,Obligations,2013,7304870,7530283
458,MYS,Malaysia,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,8069925,8318947
458,MYS,Malaysia,1,East Asia and Oceania,2,Military,2,Obligations,2013,1456274,1501214
458,MYS,Malaysia,1,East Asia and Oceania,2,Military,3,Disbursements,2013,1456274,1501214
462,MDV,Maldives,4,South and Central Asia,1,Economic,2,Obligations,2013,1112,1147
462,MDV,Maldives,4,South and Central Asia,1,Economic,3,Disbursements,2013,111804,115253
462,MDV,Maldives,4,South and Central Asia,2,Military,2,Obligations,2013,994191,1024869
462,MDV,Maldives,4,South and Central Asia,2,Military,3,Disbursements,2013,994191,1024869
466,MLI,Mali,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,182809741,188451194
466,MLI,Mali,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,172415493,177736209
466,MLI,Mali,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,20011000,20628541
466,MLI,Mali,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,6070000,6257320
470,MLT,Malta,2,Europe and Eurasia,1,Economic,2,Obligations,2013,2571706,2651067
470,MLT,Malta,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,566012,583478
470,MLT,Malta,2,Europe and Eurasia,2,Military,2,Obligations,2013,201200,207408
470,MLT,Malta,2,Europe and Eurasia,2,Military,3,Disbursements,2013,201200,207408
478,MRT,Mauritania,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,25269076,26048873
478,MRT,Mauritania,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,25603194,26393300
478,MRT,Mauritania,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,25827833,26624881
478,MRT,Mauritania,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,25827833,26624881
480,MUS,Mauritius,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,222342,229202
480,MUS,Mauritius,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,549412,566366
480,MUS,Mauritius,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,324177,334180
480,MUS,Mauritius,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,324177,334180
484,MEX,Mexico,6,Western Hemisphere,1,Economic,2,Obligations,2013,347667667,358396682
484,MEX,Mexico,6,Western Hemisphere,1,Economic,3,Disbursements,2013,199962597,206133408
484,MEX,Mexico,6,Western Hemisphere,2,Military,2,Obligations,2013,71826673,74043252
484,MEX,Mexico,6,Western Hemisphere,2,Military,3,Disbursements,2013,71826673,74043252
496,MNG,Mongolia,1,East Asia and Oceania,1,Economic,2,Obligations,2013,22757002,23459281
496,MNG,Mongolia,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,117056605,120668978
496,MNG,Mongolia,1,East Asia and Oceania,2,Military,2,Obligations,2013,3854533,3973483
496,MNG,Mongolia,1,East Asia and Oceania,2,Military,3,Disbursements,2013,3854533,3973483
498,MDA,Moldova,2,Europe and Eurasia,1,Economic,2,Obligations,2013,26655859,27478443
498,MDA,Moldova,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,66687644,68745616
498,MDA,Moldova,2,Europe and Eurasia,2,Military,2,Obligations,2013,2749241,2834079
498,MDA,Moldova,2,Europe and Eurasia,2,Military,3,Disbursements,2013,2749241,2834079
499,MNE,Montenegro,2,Europe and Eurasia,1,Economic,2,Obligations,2013,3806627,3924089
499,MNE,Montenegro,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,9382535,9672071
499,MNE,Montenegro,2,Europe and Eurasia,2,Military,2,Obligations,2013,1801248,1856833
499,MNE,Montenegro,2,Europe and Eurasia,2,Military,3,Disbursements,2013,1801248,1856833
504,MAR,Morocco,3,Middle East and North Africa,1,Economic,2,Obligations,2013,43153050,44484736
504,MAR,Morocco,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,261742933,269820335
504,MAR,Morocco,3,Middle East and North Africa,2,Military,2,Obligations,2013,16102465,16599386
504,MAR,Morocco,3,Middle East and North Africa,2,Military,3,Disbursements,2013,16102465,16599386
508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,289281267,298208487
508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,553157827,570228331
508,MOZ,Mozambique,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,454900,468937
508,MOZ,Mozambique,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,454900,468937
512,OMN,Oman,3,Middle East and North Africa,1,Economic,2,Obligations,2013,3616769,3728378
512,OMN,Oman,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,3059645,3154061
512,OMN,Oman,3,Middle East and North Africa,2,Military,2,Obligations,2013,9652932,9950822
512,OMN,Oman,3,Middle East and North Africa,2,Military,3,Disbursements,2013,9652932,9950822
516,NAM,Namibia,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,63704937,65670862
516,NAM,Namibia,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,166874773,172024547
516,NAM,Namibia,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,113000,116487
516,NAM,Namibia,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,113000,116487
524,NPL,Nepal,4,South and Central Asia,1,Economic,2,Obligations,2013,117175717,120791717
524,NPL,Nepal,4,South and Central Asia,1,Economic,3,Disbursements,2013,83020608,85582601
524,NPL,Nepal,4,South and Central Asia,2,Military,2,Obligations,2013,3717249,3831962
524,NPL,Nepal,4,South and Central Asia,2,Military,3,Disbursements,2013,3717249,3831962
528,NLD,Netherlands,2,Europe and Eurasia,1,Economic,2,Obligations,2013,118455,122109
528,NLD,Netherlands,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,112661,116137
528,NLD,Netherlands,2,Europe and Eurasia,2,Military,2,Obligations,2013,4531,4670
528,NLD,Netherlands,2,Europe and Eurasia,2,Military,3,Disbursements,2013,4531,4670
531,CUW,Curacao,6,Western Hemisphere,1,Economic,2,Obligations,2013,42370,43677
531,CUW,Curacao,6,Western Hemisphere,1,Economic,3,Disbursements,2013,42370,43677
548,VUT,Vanuatu,1,East Asia and Oceania,1,Economic,2,Obligations,2013,2893604,2982902
548,VUT,Vanuatu,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,2626227,2707270
554,NZL,New Zealand,1,East Asia and Oceania,1,Economic,2,Obligations,2013,76222,78573
554,NZL,New Zealand,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,2265675,2335594
554,NZL,New Zealand,1,East Asia and Oceania,2,Military,2,Obligations,2013,11106,11448
554,NZL,New Zealand,1,East Asia and Oceania,2,Military,3,Disbursements,2013,11106,11448
558,NIC,Nicaragua,6,Western Hemisphere,1,Economic,2,Obligations,2013,44208651,45572908
558,NIC,Nicaragua,6,Western Hemisphere,1,Economic,3,Disbursements,2013,46067528,47489153
558,NIC,Nicaragua,6,Western Hemisphere,2,Military,2,Obligations,2013,578000,595837
558,NIC,Nicaragua,6,Western Hemisphere,2,Military,3,Disbursements,2013,578000,595837
562,NER,Niger,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,61745572,63651023
562,NER,Niger,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,93204056,96080332
562,NER,Niger,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,11726676,12088561
562,NER,Niger,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,11726676,12088561
566,NGA,Nigeria,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,509283836,525000345
566,NGA,Nigeria,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,603106739,621718656
566,NGA,Nigeria,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,10191116,10505614
566,NGA,Nigeria,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,10191116,10505614
578,NOR,Norway,2,Europe and Eurasia,1,Economic,2,Obligations,2013,100000,103086
578,NOR,Norway,2,Europe and Eurasia,2,Military,2,Obligations,2013,9595,9891
578,NOR,Norway,2,Europe and Eurasia,2,Military,3,Disbursements,2013,9595,9891
583,FSM,Micronesia (Federated States),1,East Asia and Oceania,1,Economic,2,Obligations,2013,91538855,94363751
583,FSM,Micronesia (Federated States),1,East Asia and Oceania,1,Economic,3,Disbursements,2013,94040226,96942311
583,FSM,Micronesia (Federated States),1,East Asia and Oceania,2,Military,2,Obligations,2013,112000,115456
583,FSM,Micronesia (Federated States),1,East Asia and Oceania,2,Military,3,Disbursements,2013,112000,115456
584,MHL,Marshall Islands,1,East Asia and Oceania,1,Economic,2,Obligations,2013,72389221,74623152
584,MHL,Marshall Islands,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,58538754,60345263
584,MHL,Marshall Islands,1,East Asia and Oceania,2,Military,2,Obligations,2013,13000,13401
584,MHL,Marshall Islands,1,East Asia and Oceania,2,Military,3,Disbursements,2013,13000,13401
585,PLW,Palau,1,East Asia and Oceania,1,Economic,2,Obligations,2013,13652382,14073695
585,PLW,Palau,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,10227658,10543282
586,PAK,Pakistan,4,South and Central Asia,1,Economic,2,Obligations,2013,785677839,809923893
586,PAK,Pakistan,4,South and Central Asia,1,Economic,3,Disbursements,2013,737117527,759865012
586,PAK,Pakistan,4,South and Central Asia,2,Military,2,Obligations,2013,26770490,27596629
586,PAK,Pakistan,4,South and Central Asia,2,Military,3,Disbursements,2013,18592503,19166268
591,PAN,Panama,6,Western Hemisphere,1,Economic,2,Obligations,2013,9216998,9501431
591,PAN,Panama,6,Western Hemisphere,1,Economic,3,Disbursements,2013,14257166,14697125
591,PAN,Panama,6,Western Hemisphere,2,Military,2,Obligations,2013,4365431,4500146
591,PAN,Panama,6,Western Hemisphere,2,Military,3,Disbursements,2013,4365431,4500146
598,PNG,Papua New Guinea,1,East Asia and Oceania,1,Economic,2,Obligations,2013,9086654,9367063
598,PNG,Papua New Guinea,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,6625072,6829519
598,PNG,Papua New Guinea,1,East Asia and Oceania,2,Military,2,Obligations,2013,274190,282650
598,PNG,Papua New Guinea,1,East Asia and Oceania,2,Military,3,Disbursements,2013,274190,282650
600,PRY,Paraguay,6,Western Hemisphere,1,Economic,2,Obligations,2013,14333018,14775328
600,PRY,Paraguay,6,Western Hemisphere,1,Economic,3,Disbursements,2013,18268023,18831765
600,PRY,Paraguay,6,Western Hemisphere,2,Military,2,Obligations,2013,814031,839150
600,PRY,Paraguay,6,Western Hemisphere,2,Military,3,Disbursements,2013,814031,839150
604,PER,Peru,6,Western Hemisphere,1,Economic,2,Obligations,2013,119605445,123296451
604,PER,Peru,6,Western Hemisphere,1,Economic,3,Disbursements,2013,136171639,140373876
604,PER,Peru,6,Western Hemisphere,2,Military,2,Obligations,2013,7627182,7862556
604,PER,Peru,6,Western Hemisphere,2,Military,3,Disbursements,2013,7627182,7862556
608,PHL,Philippines,1,East Asia and Oceania,1,Economic,2,Obligations,2013,181549841,187152460
608,PHL,Philippines,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,190696026,196580908
608,PHL,Philippines,1,East Asia and Oceania,2,Military,2,Obligations,2013,45315236,46713669
608,PHL,Philippines,1,East Asia and Oceania,2,Military,3,Disbursements,2013,45315236,46713669
616,POL,Poland,2,Europe and Eurasia,1,Economic,2,Obligations,2013,32609039,33615356
616,POL,Poland,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,17548441,18089985
616,POL,Poland,2,Europe and Eurasia,2,Military,2,Obligations,2013,32085792,33075961
616,POL,Poland,2,Europe and Eurasia,2,Military,3,Disbursements,2013,32085792,33075961
620,PRT,Portugal,2,Europe and Eurasia,1,Economic,2,Obligations,2013,678285,699215
620,PRT,Portugal,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,547695,564596
620,PRT,Portugal,2,Europe and Eurasia,2,Military,2,Obligations,2013,113607,117111
620,PRT,Portugal,2,Europe and Eurasia,2,Military,3,Disbursements,2013,113607,117111
624,GNB,Guinea-Bissau,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,873589,900549
624,GNB,Guinea-Bissau,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,8234178,8488283
626,TLS,Timor-Leste,1,East Asia and Oceania,1,Economic,2,Obligations,2013,38906174,40106811
626,TLS,Timor-Leste,1,East Asia and Oceania,1,Economic,3,Disbursements,2013,21447831,22109703
626,TLS,Timor-Leste,1,East Asia and Oceania,2,Military,2,Obligations,2013,489866,504982
626,TLS,Timor-Leste,1,East Asia and Oceania,2,Military,3,Disbursements,2013,489866,504982
634,QAT,Qatar,3,Middle East and North Africa,1,Economic,3,Disbursements,2013,5005,5159
642,ROU,Romania,2,Europe and Eurasia,1,Economic,2,Obligations,2013,6326549,6521784
642,ROU,Romania,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,7800199,8040913
642,ROU,Romania,2,Europe and Eurasia,2,Military,2,Obligations,2013,23898546,24636056
642,ROU,Romania,2,Europe and Eurasia,2,Military,3,Disbursements,2013,23898546,24636056
643,RUS,Russia,2,Europe and Eurasia,1,Economic,2,Obligations,2013,444855633,458583898
643,RUS,Russia,2,Europe and Eurasia,1,Economic,3,Disbursements,2013,318903966,328745334
643,RUS,Russia,2,Europe and Eurasia,2,Military,2,Obligations,2013,20097149,20717349
643,RUS,Russia,2,Europe and Eurasia,2,Military,3,Disbursements,2013,20097149,20717349
646,RWA,Rwanda,5,Sub-Saharan Africa,1,Economic,2,Obligations,2013,154852037,159630745
646,RWA,Rwanda,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2013,169806162,175046376
646,RWA,Rwanda,5,Sub-Saharan Africa,2,Military,2,Obligations,2013,330428,340624
646,RWA,Rwanda,5,Sub-Saharan Africa,2,Military,3,Disbursements,2013,330428,340624
659,KNA,St. Kitts and Nevis,6,Western Hemisphere,2,Military,2,Obligations,2013,457450,471566
659,KNA,St. Kitts and Nevis,6,Western Hemisphere,2,Military,3,Disbursements,2013,457450,471566
660,AIA,Anguilla,6,Western Hemisphere,1,Economic,2,Obligations,2013,20000,20617
660,AIA,Anguilla,6,Western Hemisphere,1,Economic,3,Disbursements,2013,20000,20617
662,LCA,St. Lucia,6,Western Hemisphere,1,Economic,2,Obligations,2013,24990,25761
